ID,ADDRESS,MESSAGE
797,NTC,"DOH: Ang BIDA, dumidistansya ng 1 metro! 'Wag kalimutang mag-physical distancing to #BIDASolusyon sa COVID-19. Iba pang BIDA tips dito: fb.com/BIDASolusyon."
798,NTC,"DOH: Labanan ang COntraVIDa! Gaya ni Alden Richards, kaya natin to #BIDASolusyon sa COVID-19! Para sa iba pang impormasyon, pumunta sa fb.com/BIDASolusyon"
799,NTC,"DOH:2020 Nutrition Month:At six months,bigyan si baby ng karagdagang pagkain mula sa pagkain ng pamilya habang patuloy ang pagpapasuso. FB:NNCOfficial #SanaTall"
800,NTC,"NDRRMC: Ngayong national disaster resilience month, sama-samang isulong ang katatagan laban sa lahat ng klase ng sakuna sa gitna ng bagong normal."
801,NTC,DOH: 2020 Nutrition Month: I-monitor ang height ng anak para iwas stunting. Magpatulong sa inyong Barangay Nutrition Scholar. I-like ang FB: First 1000 Days PH
802,NTC,DOF: Do you run a business? Tell the government how COVID has affected you and what support you need. Answer this survey: https://phcovidwb.org/firm
803,NTC,DOH: 2020 Nutrition Month: Tiyakin ang tamang paglaki ng inyong anak sa kanyang First 1000 Days. I-like ang FB:First 1000 Days PH at NNCOfficial. #2020NutMonth
804,NTC,"DOF:WATCH the Pre-SONA forum of the Economic & Infrastructure Cabinet Clusters of the Duterte administration, TODAY JULY 8 at 11AM: bit.ly/PreSONA2020EconInfra"
805,NTC,"DOF:WATCH the Pre-SONA forum of the Economic & Infrastructure Cabinet Clusters of the Duterte administration this JULY 8 (WED),11AM: bit.ly/PreSONA2020EconInfra"
806,NTC,"DSWD: Ikaw ba ay may SAC form? Maari pang mag-rehistro sa https://reliefagad.ph hanggang June 19, 2020. Tumawag sa 16545 para sa katanungan."
807,NTC,"DSWD: Ikaw ba benepisyaryo ng SAP? Mag-rehistro ng iyong SAC form sa www.ReliefAgad.ph mula 12-16, June 2020. (02)8424-2828 para sa katanungan."
808,NTC,"This Holy week, lets #StayAtHome & Pray as one to #BEATCOVID19 for a #HealthyPilipinas. Dumalaw sa Facebook ng mga Simbahan para sa online #VisitaIglesia bukas."
809,NTC,DOH: Karamihan sa mga may COVID19 ay magkakaroon ng bahagyang karamdaman & hindi mangangailangang pumunta ng ospital. Kumunsulta sa doktor para sa tamang gamot
810,NTC,Tulong mula sa DOLE para sa displaced workers (CAMP). Mag email sa camp.doleble@gmail.com o tumawag sa Hotline 1349.
811,NTC,"DOH COVID19 Advisory: Para sa impormasyon ukol sa COVID-19, tumawag sa DOH Hotline: 86517800 local 1149/1150."
812,NTC,DOH COVID19 Advisory: Panatilihin ang 1 metrong layo kapag nasa mga publikong lugar.
813,NTC,"2/2 (4th ANNIVERSARY) PLS Send Your NAME,ADD,AGE,WORK And Call me Now! I'm FILEPE L. GOZUN . PER DTI #6875 SY2019 ASAP THANK YOU!. Ito po ay isang scam."""
814,NTC,1/2 Huwag pong maniniwala sa text message na nagsasabing FROM OFFICE OF äWOWOWIN) Sponsored: Willie Revillame YOUR (MOBILE#) Had Won PHP 650
815,NTC,"Maging bida ! MAG DUCK, COVER & HOLD sa 21 February 2pm"
816,NTC,"2/2 announcing that you have won a prize or money, and require you to pay some fees to claim the prize. THESE ARE TEXT SCAMS."
817,NTC,"1/2 Beware of text messages from 11-digit mobile numbers claiming to be from government gencies, private companies or well-known organizations"
818,NTC,"1/2 Huwag pong maniwala sa mga text galing sa 11-digit mobile numbers na diumano ay mula sa mga ahensya ng gobyerno, pribadong kumpanya o mga kilalang"
819,NTC,"2/2 organisasyon na nagsasabi na kayo ay nanalo ng premyo o salapi, at nanghihingi ng pera para makuha ninyo ito. ITO PO AY ISANG TEXT SCAM."
820,GCash,Need some FREE cash? Get PHP 50 cashback for FREE. Just activate GLoan & make your first full repayment on time to claim. Enjoy up to PHP125K instant cash!
821,GCash,Simulan ang negosyo with up to P125K instant cash straight to your GCash wallet via GLoan! Go to your GCash dashboard and tap GLoan to learn more.
822,GCash,"You have received 1400.00 of GCash from LANDBANK / OFBank with account ending in 8915. Your new balance is 1633.40 04-22-23 12:21 PM. Ref. No. 961431. Use now to buy load, purchase items, send money, pay bills, and a lot more!"
823,GCash,Kinahanglan ug extrang kwarta para sa mga galastuhan? Mag-loan na para sa imo emergency needs with GLoan. Tap GLoan to learn more.
824,GCash,Mag-apply for instant cash up to P125K pang-home renovation with GLoan! Go to your GCash dashboard and tap GLoan to learn more.
825,GCash,Your payment of P75.00 to Spotify has been successfully processed on 04-09-23 11:15:05 PM. Ref. No. 088297760
826,GCash,Bakla na ang new appliances! Pwede mag-loan up to P125K instant cash sa GLoan. Tap GLoan to learn more.
827,GCash,Kayang mag-save ng oras by paying bills straight from your phone! Just tap BILLS on your GCash app to start.
828,GCash,Simulan ang negosyo with up to P125K instant cash straight to your GCash wallet via GLoan! Go to your GCash dashboard and tap GLoan to learn more.
829,GCash,Get instant cash up to P125K pambayad ng tuition with GLoan! Go to your GCash dashboard and tap GLoan to learn more.
830,GCash,You have paid 599.00 to UDEMY on 03-26-23 10:36:13 AM via GCash American Express Virtual Pay. Ref. No. 074225911. Your new GCash balance is 770.40.
831,GCash,Your new GCash American Express Virtual Pay security code is 4499. You may change this code anytime in the GCash App for your security. Trace No 476132.
832,GCash,"528072 is your authentication code. For your protection, do not share this code with anyone."
833,GCash,"WAG I-SHARE ANG IYONG OTP. May bagong device na nagrequest ng access sa GCash account mo. Kung ikaw ito, ang OTP ay 442333. Kung hindi, scam yan at wag ibigay."
834,GCash,GCrypto is now here! You're one of the first to try GCrypto! Explore Crypto and NFTs with GCrypto now! Tap View All > GCrypto in the GCash app to register!
835,GCash,Kinahanglan ug extrang kwarta para sa mga galastuhan? Mag-loan na para sa imo emergency needs with GLoan. Tap GLoan to learn more.
836,GCash,Nood lang ng videos araw-araw sa Giga Video 50! May 2GB Data + 1GB Video Everyday + Unli AllNet Texts for 3 Days. Go to your GCash dashboard and tap Load today!
837,GCash,Your payment of P75.00 to Spotify has been successfully processed on 03-09-23 11:14:53 PM. Ref. No. 058172462
838,GCash,You have successfully linked your GCash account to Spotify. Enjoy easier online shopping with GCash now!
839,GCash,Load to play & win PHP100K! Buy Load on GCash for at least PHP50 and baka maging isa sa weekly winners sa Visayas!
840,GCash,Here's a PHP 10.00 Load voucher. Use it to reload again for min. spend PHP 50 on any Buy Load product. Go to your Voucher Pocket to view your voucher.
841,GCash,Avail TNT UTP 15 & get unli Trinet calls & texts plus 50 SMS to other networks for 2 days. Go to your GCash dashboard and tap Load to register today!
842,GCash,Make this Valentine's Day extra special with your new GLoan credit limit of PHP 2K! Tap Borrow > GLoan on the GCash app to avail. Credit limit is subject to weekly assessment.
843,GCash,May PHP 50 QR voucher ka! Just take out a GLoan now. Get instant cash straight to your GCash wallet and pay in up to 12 months. Exclusive for first-time users.
844,GCash,May biz goals ka ba? Support ka namin jan! Get up to P125K instant cash straight to your GCash wallet with GLoan. Tap Borrow > GLoan on the GCash app to learn more.
845,GCash,Wohoo! Sagot na ni GLoan ang mga gastos mo! Eligible ka na sa instant cash loan with GLoan. Get funds straight to your wallet in just a few taps! Tap Borrow > GLoan in the GCash app to learn more.
846,GCash,Buy 100 Garena Shells for PHP 90 with your PHP 10 Load Voucher! Voucher valid for 7 days. Go to your GCash dashboard and tap Buy Load to start using it today!
847,GCash,"Did you request to do BANK TRANSFER to BPI / BPI Family Savings Bank account no. ending in 2688 with amount of PHP 300.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 808351."
848,GCash,Magdadagdag ng funds? Mag-Cash In ng madali sa pinakamalapit na Cebuana Lhuillier.
849,GCash,"Upon review of a previous transaction, we have now credited P1000.00 to your account.Your new balance is 183.00. Ref. No. 0007440829069."
850,GCash,"We are unable to process your Bank Transfer to your LANDBANK / OFBank account. For assistance, please visit the GCash Help Center. Ref. No. 0007440829069."
851,GCash,Yay! You received a PHP 5.00 Buy Load voucher. Use it when you buy load for the first time via GCash. Go to your voucher pocket to view your voucher.
852,GCash,Catch your favorite streamers live! Buy & get bonuses for your KUMU coins via GCash. No advisories? Opt out via our GCash Help Center.
853,GCash,"543302 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW."
854,GCash,Mag-load with no extra fees! Buy load to ANY network directly using GCash. Go to your GCash dashboard and tap Buy Load to start!
855,GCash,You've got a PHP20.00 Buy Load Voucher! Use it on your next Buy Load purchase on GCash. Min. spend PHP50.00. Valid for 7 days. Go to your GCash Profile and tap Voucher Pocket to view your voucher.
856,GCash,Kaya nang mag-load without cash by using the GCash app! Go to your GCash dashboard and tap Buy Load to start!
857,GCash,"Sorry, upon validation with the Bank, account number ending in 1773 is invalid or does not exist. Please review and try again. If failure persists, you may consult with your Bank. GCash Ref. No. 0006614176992."
858,GCash,Kaya nang mag-load without cash by using the GCash app! Go to your GCash dashboard and tap Buy Load to start!
859,GCash,"Thank you for registering to GCash! Now you can buy load, pay bills, send money, and purchase online with GCash! #WhatCantYouDo"
860,GCash,"Make in-app payments for better gaming when you buy exclusive gaming PINs, and more using GCash! Go to your GCash dashboard and tap Buy Load to start!"
861,GCash,Mag-load na straight from your phone! Buy Load to ALL networks using GCash! Go to your GCash dashboard and tap Buy Load to start!
862,GCash,You have sent PHP 129.00 to CO*****O N. 09164772201 on 10-11-2022 01:02 PM. Your new balance is PHP 60.00. Ref. No. 0006265413183.
863,GCash,"Your transaction to PLDT amounting to P1,720.00 with fee P7.00 has been processed and your payment will be posted within 24 hours. Ref. No. 093263303"
864,GCash,Last chance to get a PHP 10 Cashback! Mag-Buy Load sa GCash worth at least PHP 50 to enjoy this deal. Tap https://go.gcash.com/buyload to start. No advisories? Tap go.gcash.com/optout
865,GCash,Last chance to get a PHP 10 Cashback! Mag-Buy Load sa GCash worth at least PHP 50 to enjoy this deal. Tap https://go.gcash.com/buyload to start. No advisories? Tap go.gcash.com/optout
866,GCash,Your new GCash American Express Virtual Pay security code is 2699. You may change this code anytime via *143# or the GCash Mobile App for your security. Trace No 251010. Globe GCash. Love the way you pay.
867,GCash,"Send money from home to your loved ones with Express Send! It's fast, easy, and free! Select Send Money on the GCash app to start. No advisories? Visit go.gcash.com/optout."
868,GCash,"Set up Security Questions now and get a free voucher for load or payments! To set up, go to Profile > Settings > Account Recovery > Select and answer 5 Security Questions > Tap confirm! Don’t forget your answers! No advisories? Tap go.gcash.com/optout"
869,GCash,"Get P3,000 eGC when you apply for a BPI Mastercard Credit Card online. Use promo code GCSH when you apply. Use your eGC for food delivery, grocery, shopping and more! Apply here go.gcash.com/BPICreditCard. Visit bit.ly/bpigcash Promo period: Aug 3-Nov 3, 2021. Per DTI 124059 No advisories? Tap go.gcash.com/optout"
870,GCash,Welcome to a safer AmEx Virtual Pay experience! Get a new Security Code/CVV in the GCash App to start enjoying a better AmEx experience. Visit go.gcash.com/AmExSecurityCode to learn more.
871,GCash,"We're working on upgrading our system to provide you a safer experience so AmEx Virtual Pay will be unavailable from 12 midnight, July 27 to 9AM, July 28. Once service is back, please get a new Security Code/CVV in the GCash app to continue using AmEx."
872,GCash,"We're upgrading to a safer AMEX experience on July 28! AmEx Virtual Pay will be unavailable from 12 midnight, July 27 to 9AM, July 28. Plan ahead and make sure to schedule important AmEx transactions before July 27 to avoid inconvenience."
873,GCash,Your safety is important to us. Do your bank errands and stay safe at home with GCash! Just tap Bank Transfer on the app dashboard to deposit money to your bank account today. Visit go.gcash.com/BankTransferHelp to get started. No advisories? Tap go.gcash.com/optout
874,GCash,Your payment of P149.00 to Spotify has been successfully processed on 07-10-21 02:01:09 PM. Ref. No. 069205026
875,GCash,You have successfully linked your GCash account to Spotify. Enjoy easier online shopping with GCash now!
876,GCash,You have paid P549.00 to NETFLIX.COM on 06-30-21 02:13 PM via GCash American Express Virtual Pay. Ref. No. 0001624837319. Your new balance is P116.00
877,GCash,Your new GCash American Express Virtual Pay security code is 2752. You may change this code anytime via *143# or the GCash Mobile App for your security. Trace No 573265. Globe GCash. Love the way you pay.
878,GCash,You've successfully registered to GCash American Express Virtual Pay. You can now view the card details in GCash App. Please make sure you fund your GCash wallet before purchasing online. Thank you!
879,GCash,Send emergency funds instantly! Use Express Send on GCash to send funds in just a few taps! No advisories? Visit go.gcash.com/optout
880,GCash,"Send money anytime, anywhere! Use Express Send to share funds to any GCash user nationwide! No advisories? Visit go.gcash.com/optout"
881,GCash,"Hi! You may have experienced a delay with your Bank Transfer of P5000.00 due to an ongoing bank validation with PayMaya Philippines, Inc.. Rest assured that your money is safe and will be reflected in the recipient bank account within 3-5 banking days. GCash Ref. No. 0001406884718."
882,GCash,Hello! You just opened your GCash Gift with PHP 100.00 from 09457348500! Ref. No. 14574857592202.
883,GCash,"Hello! You just received a GCash Gift from 09457348500 on 2021-05-09 02:57:48 PM. Please make sure to claim it within 72 hours, or else it will be returned back to the sender. To view what's inside, click on this link: https://m.gcsh.app/s/nmaqcm"
884,GCash,"Congratulations! Your account has been fully verified. You can now use Send Money, GCredit, Paypal linking, and more! Thank you for using GCash."
885,GCash,Thank you for going through the KYC process Ref No. 10063828057591619663076054. Please ensure that your registration details are true and complete to avoid deactivation of your account.
886,GCash,"Thank you for registering to GCash! Now you can buy load, pay bills, send money, and purchase online with GCash! #WhatCantYouDo"
887,GCash,"You have received P250.00 of GCash from LandBank of The Philippines with account ending in 8915. Your new balance is P270.00 02-21-21 04:14 PM. Ref. No. 1000927786834. Use now to buy load, purchase items, send money, pay bills and a lot more!"
888,GCash,Your new GCash American Express Virtual Pay security code is 8062. You may change this code anytime via *143# or the GCash Mobile App for your security. Trace No 255374. Globe GCash. Love the way you pay.
889,GCash,"You have successfully reset your GCash PIN. For assistance, please visit our Help Center at help.gcash.com or in the GCash App. For your protection, please do not share your GCash PIN to anyone."
890,GCash,"Win a Jollibee treat! Just send P1 to any GCash user to win either a Peach Mango Pie, Jollibee Yumburger, or a Jollibee Chickenjoy. Promo is valid until June 30, 2019 only. Visit https://gcashapp.page.link/e51j to send now! No advisories? Text STOP to 2682 for free."
891,GCASH,Hey! Your trial amount at GCash will expire soon. Visit https://bed6t.app.goo.gl/intro to check your trial balance.Download GCash at bit.ly/gcreg10. No advisories? Text STOP to 2682 for free.
892,GCASH,Your new GCash American Express Virtual Pay security code is 1907.You may change this code anytime via *143# or the GCash Mobile App for your security.Trace No 127658. Globe GCash. Love the way you pay.
893,GCASH,"You've successfully registered to GCash American Express Virtual Pay. Your virtual card details are: Card No:375190012237067 Expiry:04-24 Shipping Address: Suite, 2807 West Magnolia Boulevard Burbank CA 91505, USA Tel No: 818 260-0016. Please make sure you fund your GCash wallet before purchasing online. Please refer to our email for more info on using the service. Thank you!"
894,GCASH,"Congratulations! Your account has been fully verified. You can now use Send Money, GCredit, Paypal linking, and more! Thank you for using GCash."
895,SMART,"SAVE THIS MESSAGE: Avoid SIM DEACTIVATION, register now! Get 1 valid ID and go to smart.com.ph/simreg"
896,SMART,CONGRATULATIONS! You have successfully registered your SIM! Please keep this Control Number as this will serve as your certificate of registration: 20230421P038435633
897,SMART,"Your One-Time Password (OTP) for SIM Registration is 839685. DO NOT SHARE THIS WITH ANYONE. If you did not request for an OTP, please call Smart immediately at *888 using your Smart mobile or (02) 8888-1111 using your landline."
898,SMART,There's always MORE when you use the GigaLife App! Earn up to 5x MORE GigaPoints when you buy promos in the app to redeem FREE promos! smrt.ph/GigaLifeApp
899,SMART,20Feb 08:23: GIGA VIDEO 50 loaded to 639382805759 from XXXXXXXX8973. Ref:EVABK23P7QYC. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp
900,SMART,"Want MORE? Try UTP+ 20 para sa 150 MB ARAW-ARAW for TikTok, IG, FB, ML + 300 MB + Unli Allnet Calls & Texts for 2 days."
901,SMART,Tuloy ang Saya! May Unli Trinet Calls and Texts + 50 Allnet Texts ka na for 2 days with UTP 15.
902,SMART,24Jan 10:19: UTP 15 loaded to 639382805759. Ref:EVAAO80C4OJY from XXXXXXXX0118. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp
903,SMART,1/2 Customer Service Advisory: Explore the GIGALife App! Add load or get your favorite promos with just a tap. Learn more at: http://smrt.ph/GigaLifeApp
904,SMART,"2/2 To learn more about our promos, visit https://smart.com.ph/help/prepaid."
905,SMART,05Sep 00:15: GIGA VIDEO 50 loaded to 639382805759. Ref:EV9I56FR51P8. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp
906,SMART,"1/2 ADVISORY: #StaySmart and do not fall for scams. If you receive an SMS with a One-Time PIN (OTP), make sure to read it carefully and never share it"
907,SMART,04Aug 22:31: GIGA VIDEO 50 loaded to 639382805759. Ref:EV9H44BTF0B8. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp
908,SMART,29Jun 07:27: GIGA VIDEO 50 loaded to 639382805759. Ref:EV9FT8752ZVI. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp
909,SMART,1/2 Babala mula sa NTC at Smart: Huwag magbibigay ng kahit anong impormasyon via SMS. Do not click suspicious links. Block them.
910,SMART,2/2 Dili pagsabta ang tawag ukon text halin sa mga di kilalang numero. Magbuligay kita kontra SMShing. Mag-amlig sa mga scammers.
911,SMART,1/2 Patimaan halin sa NTC kag Smart: Dili paghatag ang imo impormasyon via SMS. Hind pag i-click ang suspicious link. I-block sila. Dili ihatag ang OTP.
912,SMART,Get the BEST and EXCLUSIVE promos in the GigaLife App! Make sure you have the latest version for a faster and more secure experience! smrt.ph/GigaLifeApp
913,SMART,1/2 ADVISORY: #StaySmart and avoid unwanted international call charges! Please check the number carefully when returning a missed call
914,SMART,3/3 Report suspicious calls or messages received to *888 (toll-free) using your SMART mobile number. Thank you and take care!
915,SMART,1/3 ADVISORY: #StaySmart and never share your One-Time PIN (OTP) to anyone to avoid getting scammed.
916,SMART,"2/3 As the account owner, only you are authorized to request for OTPs and use them to authorize valid transactions."
917,SMART,1/2 ADVISORY: #StaySmart and avoid unwanted international call charges! Please check the number carefully when returning a missed call
918,SMART,Discover MORE promos in the GigaLife App and get MORE points! You can use the points to redeem FREE promos. smrt.ph/GigaLifeApp
919,SMART,"DO NOT SHARE OTPs to protect your accounts. Smart Customer Care channels&reps will NEVER ask for OTPs. Stay vigilant, visit smrt.ph/ProtectFromScams #StaySmart"
920,SMART,2/2 We thank you for your patience. Keep safe!
921,SMART,1/2 We're happy to let you know we have fully restored our communications services in Iloilo following super typhoon Odette.
922,SMART,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, NBA TV & MORE + 1 GB + Unli Allnet Texts for 3 days with GIGA VIDEO 50."
923,SMART,25Jan 10:10 GIGA VIDEO 50 loaded to 639382805759 from 639477082229. Ref:EV9AP0KDGBCS. Use the GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp
924,SMART,"The NTC, DTI, NPC, & Smart would like to remind the public to be vigilant against SMS job offer scams. Stay safe, be #CyberSmart https://smrt.ph/SMSspamWarning"
925,SMART,Be vigilant against SIM take-overs. Know the signs & find out how to protect your account. Stay #CyberSmart https://smrt.ph/simtakeoveradvisory
926,SMART,Never disclose One-Time Passwords (OTPs) to anyone. Official Smart representatives will never ask for OTPs whether in person or over the phone (2/3)
927,SMART,Be vigilant against SIM Swapping when cybercriminals attempt to transfer the number of an existing SIM to another SIM in their possession (1/3)
928,SMART,"In stores, Smart validates the identity of customers with the added verification of the customer's photo. Stay safe and be #CyberSmart (3/3)"
929,SMART,(2/2) Mobile data will continue to work. Click here for info https://bit.ly/TCIadvisory23Sept2021
930,SMART,"(1/2) ADVISORY: As per TCI, Dito, Globe and Smart subs may experience temporary difficulties with inter operator calls & SMS from 12mn to 2am on Sept. 23."
931,SMART,"1/2 Because there's so much more to share, FREE STORIES has been EXTENDED! Enjoy FREE EXTRA 1 GB EVERY DAY for TikTok, IG, FB & Twitter"
932,SMART,2/2 until March 31! Get it now: http://smrt.ph/GigaLifeApp DTI 112404 s2021
933,SMART,"ADVISORY: Maaari nang i-text ng SMART & SUN subscribers ang Tanggapan ng Pangulo 8888 Complaint Hotline ng libre. Para sa detalye, i-text ang 8888."
934,SMART,"ADVISORY: SMART & SUN subscribers can now reach the Office of the President 8888 Complaint Hotline via SMS free of charge. For details, text 8888."
935,SMART,Ang iyong account ay hindi allowed para mag-subscribe sa offer na ito. RC: 1072
936,SMART,Sorry you have insufficient balance to send your messages. Please reload using eload or a new call and text card immediately.
937,MayaRewards,"Hooray! Use your ?10 gift credit now to buy load, pay bill, send money, deposit to savings, buy crypto, or pay using Maya! ?? HURRY, unused gift credit will expire soon so don't miss it!"
938,MayaRewards,"Awesome! Your account has been credited with a ?10 gift from Maya, use it now for ANY transaction! Unused gift within the promo period will expire, so hurry and visit the Maya app now!"
939,MayaRewards,"Get a ?50 voucher when you transact at least ?100 to buy load, pay bill, send money, pay using virtual/ physical card/ QR, or deposit to Maya savings! HURRY, grab this exclusive offer today before it's gone! ??"
940,MayaRewards,"Hooray! Claim your FREE ?10 simply by opening your Maya app and tap 'Vouchers'. Use it to buy load, pay bill, send money, deposit to savings, buy crypto, or pay using Maya! HURRY, your unclaimed voucher will expire soon so don't miss it! ??"
941,MayaRewards,"Awesome! You received a FREE ?10 gift voucher. Simply open your Maya app and tap 'Vouchers'. Claim it now to buy load, pay for bill or online shopping, send money, deposit to savings, or invest in crypto. Unclaimed gift voucher will expire soon so HURRY!"
942,MayaRewards,Pay your PLDT bills on Maya to enjoy ZERO service fees and up to P500 cashback on your 1st bill payment! Try it now! T&C's apply. DTI160390
943,MayaRewards,"Enjoy the perks of paying PLDT Home bills on Maya! 100% convenient, ZERO service fees, and up to P500 cashback on your 1st bill payment! T&C's apply. DTI160390"
944,MayaRewards,Build better money habits this 2023! Pay your first PLDT home bill on Maya to enjoy ZERO Service Fees and P100 Cashback! Valid for Plans 999 and up. DTI154492
945,MayaRewards,"Back-to-back deals on your favorite day ?? Enjoy up to 6% interest with Maya Savings, cashback, and more this #MayaPayDaySave! From Jan 30-Feb 1.Open Maya now ?"
946,MayaRewards,"Awesome! Your account has been credited with a ?10 gift from Maya. Use it for ANY transaction this month to get another ?20 bonus reward! Unused gift within the promo period will expire, so hurry and visit the Maya app now!"
947,MayaRewards,"Thanks for buying load with Maya. As of 2023-01-24 10:18:43, you've purchased PHP 15 worth of prepaid load! Purchase PHP 485 more so you can get Php25 cashback! Visit maya.ph/unli5for500 for more details!"
948,MayaRewards,Get a chance to score a cashback when you pay your PLDT bill on Maya this month! Up to 100% Cashback (capped at P2000) reward awaits. DTI154492
949,MayaRewards,Build better money habits this 2023! Pay your first PLDT home bill on Maya to enjoy ZERO Service Fees and P100 Cashback! Valid for Plans 999 and up. DTI154492
950,MayaRewards,Win ?100 & big prizes at SEAOIL. Gas up worth ?500 of SEAOIL Fuels or 1L of SEAOIL Lubricants and scan to pay with Maya at any SEAOIL station nationwide. ?
951,MayaRewards,Have you heard? You can get up to ?200 free Bitcoin with your Maya card! Get free Bitcoin every time you use your Maya card for every purchase worth at least ?800 or more.
952,MayaRewards,Don’t miss out! Get a Maya card with your Maya @username + P20 gift when you bank with Maya. Visit the Maya website now for more details ?
953,MayaRewards,UNLI 5% cashback this new year when you buy a total of P500 worth of load or more! Keep buying load and claim your cashback for every P500 spend.Terms & Conditions Apply. Visit maya.ph/unli5for500 to know more!
954,MayaRewards,Build better money habits this 2023! Pay your first PLDT home bill on Maya to enjoy ZERO Service Fees and P100 Cashback! Valid for Plans 999 and up. DTI154492
955,MayaRewards,#TeamMaya perks just for you! Get a Maya card with your Maya @username + P20 gift when you bank with Maya. Visit the Maya website to know more ?
956,MayaRewards,UNLI 5% cashback on load? Game! Get 5% cashback for every total spend of P500 on load! Unli redemptions just for you this month! Learn more at maya.ph/unli5for500
957,MayaRewards,"Thanks for buying load with Maya. As of 2022-12-06 14:11:06, you've purchased PHP 15 worth of prepaid load! Purchase PHP 485 more so you can get Php25 cashback! Visit maya.ph/deals for more details"
958,MayaRewards,#TeamMaya perks just for you! Get a Maya card with your Maya @username + P20 gift when you bank with Maya. Visit the Maya website to know more ?
959,MayaRewards,"Make the switch & get up to 6% p.a.! ?? Enjoy cashback on a transfer from your bank / e-wallet to Maya & get up to 6% p.a. when you deposit to Maya Savings! Promo runs from Oct 15-Nov 15, 2022. DTI153338S2022"
960,MayaRewards,"You've received 1 raffle ticket/s for buying load with Maya, your new all-in-one money app, formerly known as PayMaya. You now have a chance to be 1 of 5 weekly winners of P5,000! As of 2022-10-26 13:35:54, you have earned a total of 1 raffle ticket/s. Keep buying load for a chance to win the P1,000,000 grand prize! Visit maya.ph/deals for more info."
961,MayaRewards,"Congratulations! You've just received a ?20 cashback voucher for sending money with Maya, your new all-in-one money app, formerly known as PayMaya. To redeem, go to the 'Vouchers' section in the app and tap 'Claim' before it expires. Visit maya.ph/deals for even more promos."
962,MayaRewards,"Thanks for using Maya to send money! You're on your way to get up to P20 cashback! Just buy airtime load or pay a bill and you can get up to 10% back. For more details, visit https://maya.ph/deals"
963,MayaRewards,"Awesome! Your account has been credited with a ?10 gift from Maya. Use it for ANY transaction this month to get another ?20 bonus reward! Unused gift within the promo period will expire, so hurry and visit the Maya app now!"
964,MayaRewards,"Don't miss your chance to be one of the 25 winners of P20,000! Just pay your PLDT bill via Maya this October! Visit http://mayaph.co/OURwU0Rt for more info."
965,MayaRewards,"Happy 10.10 Money Day! Dive into the ultimate savings and rewards from Maya for your bank, wallet, crypto, and beyond! Ready? Open your Missions in the app now."
966,MayaRewards,Get 10% cashback on your ?100 load purchase with Maya. It's that easy! Buy load now: http://mayaph.co/22JulyLoad
967,MayaRewards,"Thank you for paying this week using Maya, your new all-in-one money app, formerly known as PayMaya. Keep using Maya for the next three weeks and get ?100 cashback after!"
968,MayaRewards,"Earn up to ?200 cashback with your Visa card for payments worth ?800 or more. Visit https://mayaph.co/1percent for details. DTI FTEB-141967, Series of 2022"
969,MayaRewards,"Thanks for buying load with Maya, your new all-in-one money app, formerly known as PayMaya. As of 2022-07-19 19:58:46, you've purchased PHP 5 worth of prepaid load! Purchase PHP 2995 more so you can get UNLI 20% cashback in the last 7 days of the month! Visit maya.ph/deals for more details Learn everything about Maya at maya.ph/say-hello."
970,MayaRewards,"Earn up to ?200 cashback with your Visa card for payments worth ?800 or more. Visit https://mayaph.co/1percent for details. DTI FTEB-141967, Series of 2022"
971,MayaRewards,"Enjoy 40% OFF in Zalora's 7.7 Sale using your Maya card with a min. spend of ?1,995. To learn more, visit https://mayaph.co/Zalora77 DTI146806"
972,MayaRewards,"Earn up to ?200 cashback with your Visa card for payments worth ?800 or more. Visit https://mayaph.co/1percent for details. DTI FTEB-141967, Series of 2022"
973,MayaRewards,"Get 100% cashback on load when you keep P1,000 in Maya for 2 days or more. Max cashback of P50 for Basic users & P100 for Upgraded users. Promo until June 30. DTI144172."
974,MayaRewards,Buy prepaid load now for a chance to win over ?1 MILLION worth of prizes with Maya! Earn 1 raffle entry each time you spend at least ?100.
975,GigaLifeApp,"HINDI pa REGISTERED ang iyong SIM! May SPECIAL OFFERS & BIG REWARDS sa GigaLife App coming soon, EXCLUSIVE para sa REGISTERED SIMs! Abangan ang updates!"
976,GigaLifeApp,"Andito na ang 11.11! Enjoy 20% off on load, selected promos & items for TODAY only on smrt.ph/GigaLifeApp Learn more: http://smrt.ph/gigapoints DTI155117"
977,GigaLifeApp,MAS TIPID ka sa GigaPay Day! Get exclusive discounts on select promos using GigaPay this 27th - 28th sa GigaLife App Punta na sa smrt.ph/gigapayday NOW!
978,GigaLifeApp,"Sensational offers await you on the GigaLife App! Get MORE exclusive promos, discounts and freebies every week! Tap Don't Miss Out"" NOW on smrt.ph/GigaLifeApp"""
